Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
424,Taurean Waller-Prince\princta02,SF,24,ATL,20,19,28.8,5.3,12.3,.429,2.4,6.7,.361,2.9,5.6,.509,.527,2.2,2.7,.830,0.3,3.8,4.1,2.3,1.2,0.4,2.6,3.0,15.1
425,Brad Wanamaker\wanambr01,PG,29,BOS,6,0,6.7,1.0,2.3,.429,0.3,0.7,.500,0.7,1.7,.400,.500,0.8,1.0,.833,0.0,0.7,0.7,1.3,0.2,0.0,0.7,0.2,3.2
426,T.J. Warren\warretj01,SF,25,PHO,20,13,29.9,6.9,13.4,.511,1.8,4.0,.450,5.1,9.4,.537,.578,2.2,2.6,.846,0.7,3.4,4.1,1.3,1.0,0.8,1.1,2.6,17.7
427,Yuta Watanabe\watanyu01,SG,24,MEM,2,0,6.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,1.0
428,Thomas Welsh\welshth01,C,22,DEN,4,0,3.0,0.5,0.8,.667,0.3,0.5,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.8,0.8,0.5,0.0,0.0,0.3,0.3,1.3
429,Russell Westbrook\westbru01,PG,30,OKC,13,13,33.2,9.1,19.2,.472,1.0,4.6,.217,8.1,14.6,.553,.498,4.0,6.3,.634,1.1,9.0,10.1,9.8,2.0,0.2,4.1,3.5,23.2
430,Derrick White\whitede01,PG,24,SAS,13,6,19.4,2.2,5.6,.384,0.5,1.6,.286,1.7,4.0,.423,.425,0.8,1.1,.786,0.2,2.3,2.5,3.2,0.6,0.0,1.3,1.3,5.6
431,Okaro White\whiteok01,PF,26,WAS,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Hassan Whiteside\whiteha01,C,29,MIA,20,20,26.6,5.3,10.6,.502,0.1,0.6,.167,5.2,10.0,.523,.507,2.5,4.9,.500,4.1,9.5,13.6,0.8,0.6,2.9,1.8,3.2,13.2
433,Andrew Wiggins\wiggian01,SF,23,MIN,18,18,32.7,5.7,15.4,.368,1.8,5.2,.351,3.8,10.2,.377,.428,1.8,2.3,.762,0.7,3.0,3.7,2.3,1.5,0.6,1.6,2.2,14.9
434,C.J. Williams\willicj01,SG,28,MIN,6,0,8.8,0.8,2.3,.357,0.0,1.0,.000,0.8,1.3,.625,.357,0.0,0.0,,0.0,0.3,0.3,0.5,0.2,0.0,0.5,1.7,1.7
435,Johnathan Williams\willijo04,C,23,LAL,6,0,14.2,1.8,3.2,.579,0.0,0.0,,1.8,3.2,.579,.579,0.2,0.8,.200,1.8,1.7,3.5,0.7,0.2,0.5,0.3,3.2,3.8
436,Kenrich Williams\willike04,SF,24,NOP,6,0,4.8,0.3,1.0,.333,0.2,0.3,.500,0.2,0.7,.250,.417,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.2,1.2,0.8
437,Lou Williams\willilo02,SG,32,LAC,21,0,25.7,5.6,14.6,.386,1.2,3.8,.329,4.4,10.8,.405,.428,5.1,5.4,.939,0.6,2.0,2.6,4.2,0.7,0.1,2.3,0.9,17.6
438,Marvin Williams\willima02,PF,32,CHO,22,22,25.5,3.2,7.5,.422,1.5,4.6,.337,1.6,3.0,.554,.524,0.6,1.0,.591,0.8,4.5,5.3,0.9,0.8,0.8,0.6,1.9,8.5
439,Robert Williams\williro04,C,21,BOS,8,0,4.1,0.8,1.0,.750,0.0,0.0,,0.8,1.0,.750,.750,0.1,0.3,.500,0.5,0.9,1.4,0.1,0.0,0.8,0.0,0.9,1.6
440,Troy Williams\willitr02,SF,24,SAC,11,0,15.6,2.5,5.1,.482,0.9,2.5,.370,1.5,2.6,.586,.571,0.6,0.8,.778,0.3,2.3,2.5,0.5,0.4,0.4,0.4,2.0,6.5
441,Justise Winslow\winslju01,PF,22,MIA,17,9,27.2,3.2,9.2,.353,0.9,2.8,.319,2.4,6.4,.367,.401,1.8,2.5,.698,1.1,4.0,5.1,3.4,0.9,0.3,2.1,2.5,9.1
442,Christian Wood\woodch01,PF,23,MIL,5,0,5.8,1.4,2.8,.500,0.4,0.8,.500,1.0,2.0,.500,.571,0.6,0.8,.750,0.6,1.8,2.4,0.4,0.0,0.0,0.4,0.4,3.8
443,Delon Wright\wrighde01,PG,26,TOR,18,0,16.1,2.3,5.0,.456,0.8,1.8,.455,1.4,3.2,.456,.539,0.8,0.8,1.000,0.7,1.3,2.0,1.5,0.5,0.3,0.8,1.0,6.2
444,Guerschon Yabusele\yabusgu01,PF,23,BOS,12,0,4.8,0.6,1.9,.304,0.2,0.8,.222,0.4,1.2,.357,.348,0.6,0.7,.875,0.4,0.8,1.2,0.3,0.2,0.1,0.1,0.8,1.9
445,Thaddeus Young\youngth01,PF,30,IND,22,22,28.1,4.5,9.3,.485,0.2,1.1,.167,4.3,8.2,.528,.495,0.7,1.5,.485,1.9,3.3,5.2,1.2,1.5,0.4,1.1,2.2,9.9
446,Trae Young\youngtr01,PG,20,ATL,23,23,29.2,5.5,14.6,.378,1.4,5.8,.248,4.1,8.8,.463,.427,3.1,3.8,.816,0.5,2.5,3.0,7.6,0.7,0.3,3.8,1.3,15.6
447,Cody Zeller\zelleco01,C,26,CHO,22,22,23.5,3.7,6.4,.582,0.1,0.3,.286,3.6,6.1,.597,.589,1.8,2.1,.848,1.9,3.5,5.4,2.0,0.6,0.7,1.2,3.1,9.3
448,Ante Zizic\zizican01,C,22,CLE,17,0,9.2,1.3,2.6,.500,0.0,0.0,,1.3,2.6,.500,.500,0.9,1.4,.625,1.1,1.8,2.9,0.4,0.1,0.1,1.0,1.2,3.5
449,Ivica Zubac\zubaciv01,C,21,LAL,6,0,7.8,0.8,2.3,.357,0.0,0.0,,0.8,2.3,.357,.357,0.7,0.7,1.000,1.7,1.8,3.5,0.3,0.2,0.3,0.7,2.0,2.3
